dataset,feature_set,protocol,family,model,fold,test_subject,calibration_percentage,fine_tuning_strategy,uncalibrated_accuracy,calibrated_accuracy,accuracy_improvement,uncalibrated_macro_f1,calibrated_macro_f1,macro_f1_improvement,n_calibration_samples,n_eval_samples,checkpoint_path,status
pamap2,acc16_hr,loso,baseline,knn_k5,9,109,0.0,none,0.6632653061224489,0.6632653061224489,0.0,0.11393514460999123,0.11393514460999123,0.0,0,98,,ok
pamap2,acc16_hr,loso,baseline,knn_k5,9,109,0.01,refit_train_plus_subject_shots,0.6701030927835051,0.7010309278350515,0.030927835051546393,0.11463844797178131,0.11774891774891774,0.0031104697771364292,1,97,,ok
pamap2,acc16_hr,loso,baseline,knn_k5,9,109,0.05,refit_train_plus_subject_shots,0.6881720430107527,0.7634408602150538,0.07526881720430101,0.1164695177434031,0.12369337979094076,0.007223862047537666,5,93,,ok
pamap2,acc16_hr,loso,baseline,knn_k5,9,109,0.1,refit_train_plus_subject_shots,0.6931818181818182,0.8522727272727273,0.15909090909090906,0.11697027804410355,0.15337423312883436,0.03640395508473081,10,88,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,1,101,0.0,none,0.6428019572495494,0.6428019572495494,0.0,0.6398686005063855,0.6398686005063855,0.0,0,3883,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,1,101,0.01,refit_train_plus_subject_shots,0.6425598335067638,0.6867845993756504,0.04422476586888657,0.63969510158775,0.6863608964774871,0.0466657948897371,39,3844,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,1,101,0.05,refit_train_plus_subject_shots,0.6413662239089184,0.7465437788018433,0.10517755489292491,0.6387167982711605,0.7433890516864442,0.10467225341528374,194,3689,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,1,101,0.1,refit_train_plus_subject_shots,0.6420600858369099,0.8283261802575107,0.18626609442060083,0.6397173932444598,0.8223261558909667,0.18260876264650694,388,3495,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,2,102,0.0,none,0.7660561660561661,0.7660561660561661,0.0,0.7595550557644777,0.7595550557644777,0.0,0,4095,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,2,102,0.01,refit_train_plus_subject_shots,0.7649235323137642,0.7745436605821411,0.009620128268376882,0.7590711190427065,0.7616699964126891,0.002598877369982544,41,4054,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,2,102,0.05,refit_train_plus_subject_shots,0.76426735218509,0.8082262210796916,0.043958868894601544,0.7587467023376862,0.7853101509005113,0.02656344856282511,205,3890,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,2,102,0.1,refit_train_plus_subject_shots,0.764179104477612,0.8344640434192673,0.07028493894165533,0.7594687905421392,0.8228244110755855,0.06335562053344623,410,3685,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,3,103,0.0,none,0.7795420974889217,0.7795420974889217,0.0,0.5264927973426731,0.5264927973426731,0.0,0,2708,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,3,103,0.01,refit_train_plus_subject_shots,0.7799328608728087,0.8343901529280119,0.05445729205520322,0.5266611902068709,0.5545387277342854,0.02787753752741451,27,2681,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,3,103,0.05,refit_train_plus_subject_shots,0.779246016323358,0.8558103381267004,0.07656432180334238,0.5269676541196291,0.5671411433213124,0.04017348920168329,135,2573,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,3,103,0.1,refit_train_plus_subject_shots,0.7780057447681575,0.8346327451784982,0.05662700041034063,0.5265494020195026,0.5542593146224998,0.027709912602997155,271,2437,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,4,104,0.0,none,0.6532370102806335,0.6532370102806335,0.0,0.5303802674297853,0.5303802674297853,0.0,0,3599,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,4,104,0.01,refit_train_plus_subject_shots,0.6545046309289925,0.7131630648330058,0.058658433904013374,0.5312400014777575,0.5767457808878358,0.04550577941007827,36,3563,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,4,104,0.05,refit_train_plus_subject_shots,0.6548698449839134,0.7724480842351564,0.117578239251243,0.5313112191496866,0.6338951883328056,0.10258396918311896,180,3419,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,4,104,0.1,refit_train_plus_subject_shots,0.6554492127199752,0.8246372337141092,0.169188020994134,0.5325750259908083,0.7417633430506932,0.20918831705988494,360,3239,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,5,105,0.0,none,0.7603871576959396,0.7603871576959396,0.0,0.74125982144428,0.74125982144428,0.0,0,4236,,ok
pamap2,acc16_hr,loso,baseline,decision_tree_entropy,5,105,0.01,refit_train_plus_subject_shots,0.760133524082022,0.8185503099666189,0.05841678588459698,0.7408387552936735,0.7913879183043687,0.05054916301069523,42,4194,,ok
